silver_rectangle|icon|1|456|76,88,24,56,138,133,126|152,64,24,-148,138,133,126|228,-80,20,-152,138,133,126|304,-80,0,-144,128,124,117|380,76,4,-148,128,124,117
crimson_rectangle|icon|1|456|76,88,24,56,145,44,50|152,64,24,-148,145,44,50|228,-80,20,-152,145,44,50|304,-80,0,-144,136,41,47|380,76,4,-148,136,41,47
gold_rectangle|icon|1|456|76,88,24,56,178,141,72|152,64,24,-148,178,141,72|228,-80,20,-152,178,141,72|304,-80,0,-144,138,109,56|380,76,4,-148,138,109,56
yellow_rectangle|icon|1|456|76,88,24,56,214,199,43|152,64,24,-148,214,199,43|228,-80,20,-152,214,199,43|304,-80,0,-144,200,186,40|380,76,4,-148,200,186,40
silver_wedge|icon|1|504|84,-124,28,-56,128,124,117|168,44,24,-88,128,124,117|252,44,0,-116,138,133,126|336,-120,24,44,89,86,81|420,32,24,-48,89,86,81
gold_wedge|icon|1|504|84,-124,28,-56,138,109,56|168,44,24,-88,138,109,56|252,44,0,-116,178,141,72|336,-120,24,44,101,80,41|420,32,24,-48,101,80,41
orange_wedge|icon|1|504|84,-124,28,-56,146,74,59|168,44,24,-88,146,74,59|252,44,0,-116,160,81,65|336,-120,24,44,91,46,37|420,32,24,-48,91,46,37
yellow_wedge|icon|1|504|84,-124,28,-56,200,186,40|168,44,24,-88,200,186,40|252,44,0,-116,214,199,43|336,-120,24,44,174,162,35|420,32,24,-48,174,162,35
blue_wedge|icon|1|504|84,-124,28,-56,38,86,127|168,44,24,-88,38,86,127|252,44,0,-116,43,97,142|336,-120,24,44,23,53,78|420,32,24,-48,23,53,78
gold_pentagon|icon|1|528|88,-96,4,-56,101,80,41|176,60,32,36,178,141,72|264,76,52,64,138,109,56|352,48,0,-24,138,109,56|440,-108,32,-16,138,109,56
crimson_pentagon|icon|1|528|88,-96,4,-56,102,9,17|176,60,32,36,145,44,50|264,76,52,64,136,41,47|352,48,0,-24,136,41,47|440,-108,32,-16,136,41,47
yellow_pentagon|icon|1|528|88,-96,4,-56,174,162,35|176,60,32,36,214,199,43|264,76,52,64,200,186,40|352,48,0,-24,200,186,40|440,-108,32,-16,200,186,40
purple_pentagon|icon|1|528|88,-96,4,-56,42,33,81|176,60,32,36,75,58,143|264,76,52,64,68,52,129|352,48,0,-24,68,52,129|440,-108,32,-16,68,52,129
orange_pentagon|icon|1|528|88,-96,4,-56,91,46,37|176,60,32,36,160,81,65|264,76,52,64,146,74,59|352,48,0,-24,146,74,59|440,-108,32,-16,146,74,59
silver_crescent|icon|1|960|160,72,24,-136,128,124,117|320,-84,4,-48,128,124,117|480,-128,0,96,128,124,117|640,-136,8,20,128,124,117|800,32,44,32,128,124,117
crimson_crescent|icon|1|960|160,72,24,-136,136,41,47|320,-84,4,-48,136,41,47|480,-128,0,96,136,41,47|640,-136,8,20,136,41,47|800,32,44,32,136,41,47
blue_crescent|icon|1|960|160,72,24,-136,38,86,127|320,-84,4,-48,38,86,127|480,-128,0,96,38,86,127|640,-136,8,20,38,86,127|800,32,44,32,38,86,127
purple_crescent|icon|1|960|160,72,24,-136,68,52,129|320,-84,4,-48,68,52,129|480,-128,0,96,68,52,129|640,-136,8,20,68,52,129|800,32,44,32,68,52,129
crimson_shield|icon|1|984|164,88,60,-96,102,9,17|328,-60,68,120,107,32,37|492,-56,12,80,102,9,17|656,100,76,-72,136,41,47|820,104,8,76,136,41,47
yellow_shield|icon|1|984|164,88,60,-96,174,162,35|328,-60,68,120,146,136,29|492,-56,12,80,174,162,35|656,100,76,-72,200,186,40|820,104,8,76,200,186,40
silver_shield|icon|1|984|164,88,60,-96,89,86,81|328,-60,68,120,64,62,59|492,-56,12,80,89,86,81|656,100,76,-72,128,124,117|820,104,8,76,128,124,117
orange_shield|icon|1|984|164,88,60,-96,91,46,37|328,-60,68,120,66,33,27|492,-56,12,80,91,46,37|656,100,76,-72,146,74,59|820,104,8,76,146,74,59
